,id,index,longitude,wind_direction,latitude,humidity,temperature_10cm,wind_direction_degrees,temperature,wind_blast,wind_speedMS,visibility_meters,wind_speedBF,sun_intensity,datetime,water_flow,waves_height,water_drainage,water_level,water_level_belgium_border,tide
697,698,557,4.29477504025294,,52.27309690062577,,,,,,,,,,2016-12-31T22:50:00Z,,,,,,-47.0
698,699,332,4.249788237012824,,51.91750726241122,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,73.0
699,700,50,4.26356268002619,,52.09903544119349,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,77.0
700,701,365,4.499761669717178,,51.920020071435616,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,37.0
701,702,37,4.554823277494596,,52.46232552610706,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-183.0
702,703,33,4.517595864600352,,52.46394323801087,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,8.0
703,704,346,4.161443141685025,,51.95823865896534,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,75.0
704,705,350,4.163079224867882,,51.930254633845045,,,,,,,,,,2016-12-31T22:50:00Z,,,,,,-38.0
705,706,556,4.649702504665566,,52.77265940515403,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-35.0
706,707,342,4.097315181954434,,51.97111741621608,,,,,,,,,,2016-12-31T22:50:00Z,,,,,,-49.0
707,708,337,4.119880972865758,,51.977574209555556,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,102.0
708,709,351,4.00771083374053,,51.992205305006436,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,112.0
709,710,25,4.744990371155876,,52.964359008309266,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-64.0
710,711,305,4.6707153919891065,,51.81952522950333,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,28.0
711,712,278,4.6224782622864256,,51.70470393245908,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,37.0
712,713,329,4.628905747370551,,51.89072242579648,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,14.0
713,714,301,4.4516221818179424,,51.830297888661214,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,37.0
714,715,367,4.464452372201167,,51.90653469923263,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,42.0
715,716,368,4.417595139610742,,51.88921347262995,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,51.0
716,717,356,4.349048281380394,,51.899639152846966,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,55.0
717,718,336,4.210878832251882,,51.90177090812752,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,72.0
718,719,334,4.22889246813204,,51.895774380848835,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,110.0
719,720,335,4.229822714908028,,51.891244066759974,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,62.0
720,721,364,4.307781429895947,,51.86634963667106,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,54.0
721,722,361,4.313755005831894,,51.88862515118811,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,62.0
722,723,358,4.333954175195292,,51.86166133255103,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,53.0
723,724,340,4.093561291164487,,51.96350729802468,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,110.0
724,725,349,4.107234107879986,,51.93768715514626,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,92.0
725,726,348,4.120655463801556,,51.954264715532005,,,,,,,,,,2016-12-31T22:50:00Z,,,,,,-41.0
726,727,347,4.138792478287798,,51.962297184045696,,,,,,,,,,2016-12-31T22:50:00Z,,,,,,-49.0
727,728,274,4.128238623863959,,51.81972352533245,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,41.0
728,729,272,4.033444544457227,,51.827028368122924,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,127.0
729,730,183,3.81148260600572,,51.75075673734599,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,161.0
730,731,129,3.8607654454679463,,51.86313353291701,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,134.0
731,732,353,3.9949550007473986,,51.96219251169814,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,103.0
732,733,354,4.029151484680914,,51.9621788742288,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,112.0
733,734,355,4.042464421568923,,51.92969175255771,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,110.0
734,735,6,7.207425354841503,,53.23156186501002,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,91.0
735,736,502,6.933124826943977,,53.32635523010041,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,51.0
736,737,522,6.828393885789879,,53.448701892804706,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-6.0
737,738,550,6.1969530399272665,,53.408686620541616,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-41.0
738,739,549,6.202908815560319,,53.46893751329463,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-34.0
739,740,529,5.958261517831829,,53.515826748520496,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-71.0
740,741,516,6.398434021920185,,53.57375031354659,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-57.0
741,742,533,5.87658299218042,,53.401969451613255,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-9.0
742,743,536,5.7594482318888645,,53.42976610409957,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-43.0
743,744,510,5.333033730647026,,53.44248623387901,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-93.0
744,745,18,5.336630786409729,,53.06986252418472,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-55.0
745,746,16,5.409342385436174,,53.17563409180255,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-34.0
746,747,504,5.091455962329961,,53.29612740059551,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-86.0
747,748,508,5.2200262493407115,,53.36304515880933,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-73.0
748,749,23,4.850192223461584,,53.03883532668969,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-70.0
749,750,21,4.733192969805148,,53.120611690287454,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,-82.0
750,751,212,4.421586413848946,,51.69504027920705,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,37.0
751,752,248,4.209993124713701,,51.3991508345751,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,178.0
752,753,254,4.075130328327502,,51.50615353310222,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,97.0
753,754,256,4.165743199829455,,51.51133454751357,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,93.0
754,755,220,4.109586112506949,,51.60359582005984,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,105.0
755,756,242,4.102579676595877,,51.36608550437528,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,199.0
756,757,244,4.164992436376934,,51.3778679338321,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,188.0
757,758,266,4.026205988135983,,51.39842678942008,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,208.0
758,759,265,4.006959331512228,,51.44555876208809,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,217.0
759,760,260,4.19195778152881,,51.479747065700685,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,87.0
760,761,222,4.144263445039435,,51.65934450097089,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,110.0
761,762,234,3.8198119458346387,,51.33621193057654,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,240.0
762,763,231,3.735445647431753,,51.41092409399195,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,239.0
763,764,268,3.9649390575640555,,51.40539978355142,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,224.0
764,765,197,3.6941974239518895,,51.6555156519373,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,170.0
765,766,188,3.8654184478131706,,51.543946891759795,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,109.0
766,767,208,4.006010505473233,,51.59540649574905,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,110.0
767,768,229,3.5645520085343856,,51.39911745731677,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,225.0
768,769,226,3.596056801834685,,51.442310933410184,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,226.0
769,770,166,3.440030890486031,,51.52144773428552,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,17.0
770,771,195,3.686357829271477,,51.61910840136175,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,117.0
771,772,194,3.682064662323814,,51.61959430007234,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,174.0
772,773,164,3.4810545087225147,,51.64286974552314,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,174.0
773,774,200,3.6759177441507322,,51.72154362655381,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,168.0
774,775,204,3.617124188295991,,51.76762629102121,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,155.0
775,776,170,3.376274522561477,,51.379298041345294,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,206.0
776,777,159,3.242164444644847,,51.50372055511169,,,,,,,,,,2017-12-30T22:50:00Z,,,,,,184.0
777,778,314,4.63847116518301,,51.80392699414666,,,,,,,,,,2017-12-06T15:10:00Z,0.086,,,,,
778,779,315,4.638603165217539,,51.803819994141385,,,,,,,,,,2017-12-06T15:10:00Z,0.113,,,,,
779,780,311,4.6387211652631315,,51.803703994141216,,,,,,,,,,2017-12-06T15:10:00Z,0.15,,,,,
780,781,312,4.638839165296876,,51.8035959941473,,,,,,,,,,2017-12-06T15:10:00Z,0.198,,,,,
781,782,313,4.638971165343589,,51.803488994144864,,,,,,,,,,2017-12-06T15:10:00Z,0.25,,,,,
782,783,309,4.639089165373153,,51.803372994137476,,,,,,,,,,2017-12-06T15:10:00Z,0.163,,,,,
783,784,310,4.639222165418717,,51.803265994144375,,,,,,,,,,2017-12-06T15:10:00Z,0.131,,,,,
784,785,307,4.63934016545628,,51.80314999414406,,,,,,,,,,2017-12-06T15:10:00Z,0.126,,,,,
785,786,308,4.639463165489021,,51.80304199414145,,,,,,,,,,2017-12-06T15:10:00Z,0.162,,,,,
786,787,282,4.636542165882021,,51.7163669941144,,,,,,,,,,2017-12-06T15:10:00Z,0.266,,,,,
787,788,280,4.636418165833686,,51.716479994123844,,,,,,,,,,2017-12-06T15:10:00Z,0.294,,,,,
788,789,281,4.6363011658023225,,51.716586994124086,,,,,,,,,,2017-12-06T15:10:00Z,0.3,,,,,
789,790,285,4.636168165753469,,51.716702994125264,,,,,,,,,,2017-12-06T15:10:00Z,0.263,,,,,
790,791,286,4.636051165729184,,51.71680999411826,,,,,,,,,,2017-12-06T15:10:00Z,0.232,,,,,
791,792,287,4.635919165678013,,51.71691699412335,,,,,,,,,,2017-12-06T15:10:00Z,0.222,,,,,
792,793,283,4.635801165645622,,51.7170329941262,,,,,,,,,,2017-12-06T15:10:00Z,0.234,,,,,
793,794,284,4.635684165604833,,51.71713999412591,,,,,,,,,,2017-12-06T15:10:00Z,0.261,,,,,
794,795,288,4.635551165565446,,51.717255994129715,,,,,,,,,,2017-12-06T15:10:00Z,0.257,,,,,
795,796,289,4.635434165532045,,51.71736299413117,,,,,,,,,,2017-12-06T15:10:00Z,0.243,,,,,
796,797,290,4.635316165491335,,51.7174799941298,,,,,,,,,,2017-12-06T15:10:00Z,0.233,,,,,
797,798,291,4.635184165447934,,51.71758699413234,,,,,,,,,,2017-12-06T15:10:00Z,0.166,,,,,
798,799,294,4.635066165413683,,51.71770299412984,,,,,,,,,,2017-12-06T15:10:00Z,0.139,,,,,
799,800,292,4.634934165361992,,51.71780999412899,,,,,,,,,,2017-12-06T15:10:00Z,0.115,,,,,
800,801,293,4.6348171653310555,,51.717916994129745,,,,,,,,,,2017-12-06T15:10:00Z,0.097,,,,,
801,802,295,4.634567165256151,,51.71813999413272,,,,,,,,,,2017-12-06T15:10:00Z,0.048,,,,,
802,803,299,4.634449165210589,,51.71825599413198,,,,,,,,,,2017-12-06T15:10:00Z,0.045,,,,,
803,804,297,4.634317165170424,,51.718362994140485,,,,,,,,,,2017-12-06T15:10:00Z,0.021,,,,,
804,805,298,4.63420016512998,,51.718469994140705,,,,,,,,,,2017-12-06T15:10:00Z,0.069,,,,,
805,806,300,4.6340821651048625,,51.71858599414215,,,,,,,,,,2017-12-06T15:10:00Z,0.075,,,,,
806,807,328,4.627158162011883,,51.78778199421934,,,,,,,,,,2017-12-06T15:10:00Z,0.525,,,,,
807,808,296,4.634699165288335,,51.71803299412983,,,,,,,,,,2017-12-06T15:10:00Z,0.021,,,,,
808,809,327,4.636999164720601,,51.805265994154944,,,,,,,,,,2017-12-06T15:10:00Z,0.025,,,,,
809,810,325,4.6371171647533975,,51.80514899415647,,,,,,,,,,2017-12-06T15:10:00Z,0.043,,,,,
810,811,326,4.637235164785228,,51.805041994160916,,,,,,,,,,2017-12-06T15:10:00Z,0.105,,,,,
811,812,323,4.637367164833144,,51.80492599415088,,,,,,,,,,2017-12-06T15:10:00Z,0.117,,,,,
812,813,324,4.637485164866001,,51.80481899415509,,,,,,,,,,2017-12-06T15:10:00Z,0.099,,,,,
813,814,318,4.637617164913663,,51.80470299415012,,,,,,,,,,2017-12-06T15:10:00Z,0.087,,,,,
814,815,319,4.637735164947555,,51.80459599415413,,,,,,,,,,2017-12-06T15:10:00Z,0.062,,,,,
815,816,322,4.63785316498584,,51.804479994154015,,,,,,,,,,2017-12-06T15:10:00Z,0.077,,,,,
816,817,320,4.6379851650295745,,51.80437299414897,,,,,,,,,,2017-12-06T15:10:00Z,0.101,,,,,
817,818,321,4.638103165063792,,51.80426599414645,,,,,,,,,,2017-12-06T15:10:00Z,0.091,,,,,
818,819,316,4.638221165103394,,51.80414999414791,,,,,,,,,,2017-12-06T15:10:00Z,0.093,,,,,
819,820,317,4.638353165147667,,51.8040429941459,,,,,,,,,,2017-12-06T15:10:00Z,0.08,,,,,
820,821,360,4.339860089845659,,51.85961199608141,,,,,,,,,,2017-12-06T15:10:00Z,-0.304,,,,,
821,822,331,4.656147169788117,,51.85660299404424,,,,,,,,,,2017-12-06T15:10:00Z,999999999.0,,,,,
822,823,133,5.80275481772339,,51.963324994261804,,,,,,,,,,2017-12-06T15:10:00Z,,,,718.0,,
823,824,402,5.214750402722075,,51.96016999005777,,,,,,,,,,2017-12-06T15:10:00Z,,,,305.0,,
824,825,130,6.13048913606278,,52.01953200962684,,,,,,,,,,2017-12-06T15:10:00Z,,,,668.0,,
825,826,168,3.379060002111672,,51.37988999810108,,,,,,,,,,2017-12-06T15:00:00Z,,54.0,,228.0,,
826,827,61,5.075190314930045,,52.5190799915348,,,,,,,,,,2017-12-06T15:10:00Z,,,,-27.0,,
827,828,263,3.997518038437576,,51.44576999739292,,,,,,,,,,2017-12-06T15:00:00Z,,32.0,,279.0,,
828,829,493,5.917853989265967,,51.17444299480304,,,,,,,,,,2017-12-06T15:10:00Z,,,,2085.0,,
829,830,494,5.919221990478938,,51.176485994860684,,,,,,,,,,2017-12-06T15:10:00Z,,,,1438.0,,
830,831,154,5.719940759580808,,51.775669991794445,,,,,,,,,,2017-12-06T15:10:00Z,,,,511.0,,
831,832,339,4.119824051897235,,51.97753699705294,,,,,,,,,,2017-12-06T15:00:00Z,,,,139.0,,
832,833,376,4.836156233253031,,51.76917499255433,,,,,,,,,,2017-12-06T15:00:00Z,,,,48.0,,
833,834,383,4.839750237258958,,51.64299999242881,,,,,,,,,,2017-12-06T15:00:00Z,,,,518.0,,
834,835,384,4.839382237094771,,51.64404999243531,,,,,,,,,,2017-12-06T15:00:00Z,,,,517.0,,
835,836,53,5.431172506709656,,52.523216990834435,,,,,,,,,,2017-12-06T15:10:00Z,,,,-29.0,,
836,837,32,4.517361123624395,,52.46373599523337,,,,,,,,,,2017-12-06T15:00:00Z,,175.0,,34.0,,
837,838,469,5.696712803677759,,50.82863798838809,,,,,,,,,,2017-12-06T15:10:00Z,,,,4413.0,,
838,839,209,4.006012038915589,,51.59540599737687,,,,,,,,,,2017-12-06T15:10:00Z,,,,147.0,,
839,840,223,4.1422800566629885,,51.65921999693689,,,,,,,,,,2017-12-06T15:10:00Z,,,,160.0,,
840,841,140,5.961860968477442,,51.93324999969745,,,,,,,,,,2017-12-06T15:10:00Z,,,,878.0,,
841,842,105,5.7583907373586385,,52.579389995155736,,,,,,,,,,2017-12-06T15:10:00Z,,,,-16.0,,
842,843,425,5.358111497622216,,51.70027698913275,,,,,,,,,,2017-12-06T15:10:00Z,,,,196.0,,
843,844,432,5.669381751912937,,51.245946989369486,,,,,,,,,,2017-12-06T15:10:00Z,,,,3363.0,,
844,845,426,5.359194498444349,,51.69711098912224,,,,,,,,,,2017-12-06T15:10:00Z,,,,465.0,,
845,846,421,5.332889480101222,,51.74008298926299,,,,,,,,,,2017-12-06T15:10:00Z,,,,89.0,,
846,847,422,5.333972480841593,,51.738526989256705,,,,,,,,,,2017-12-06T15:10:00Z,,,,200.0,,
847,848,548,6.203671067737897,,53.46886002234092,,,,,,,,,,2017-12-06T15:00:00Z,,11.0,,-14.0,,
848,849,66,5.0440912897489065,,52.93351099216428,,,,,,,,,,2017-12-06T15:10:00Z,,,,-48.0,,
849,850,186,3.8647800248320996,,51.54200499769702,,,,,,,,,,2017-12-06T15:10:00Z,,,,-29.0,,
850,851,20,5.334987426746759,,53.07156999162948,,,,,,,,,,2017-12-06T15:10:00Z,,,,-36.0,,
851,852,338,4.1198810518976225,,51.97757399704737,,,,,,,,,,2017-12-06T15:10:00Z,,,,149.0,,
852,853,261,4.2258430712495,,51.46305399657462,,,,,,,,,,2017-12-06T15:10:00Z,,,,9.0,,
853,854,380,4.877110248411577,,51.80563999224966,,,,,,,,,,2017-12-06T15:10:00Z,,,,60.0,,
854,855,221,4.109600052196136,,51.603599997056946,,,,,,,,,,2017-12-06T15:10:00Z,,,,151.0,,
855,856,110,6.126918095567515,,52.38700001113574,,,,,,,,,,2017-12-06T15:10:00Z,,,,202.0,,
856,857,151,6.004281038098478,,51.63269000037972,,,,,,,,,,2017-12-06T15:10:00Z,,,,1110.0,,
857,858,167,3.440860003285464,,51.52249999808677,,,,,,,,,,2017-12-06T15:10:00Z,,,,213.0,,
858,859,509,5.219420356520048,,53.36277999209012,,,,,,,,,,2017-12-06T15:10:00Z,,,,-63.0,,
859,860,245,4.165060061632735,,51.37755999681876,,,,,,,,,,2017-12-06T15:10:00Z,,,,250.0,,
860,861,499,5.244645424723727,,51.81515398969904,,,,,,,,,,2017-12-06T15:10:00Z,,,,266.0,,
861,862,551,6.19695306693279,,53.40868702146602,,,,,,,,,,2017-12-06T15:10:00Z,,,,-29.0,,
862,863,423,5.353944495704844,,51.68364498910851,,,,,,,,,,2017-12-06T15:10:00Z,,,,477.0,,
863,864,404,5.589806645318076,,51.94938899050226,,,,,,,,,,2017-12-06T15:10:00Z,,,,619.0,,
864,865,433,5.666385749425156,,51.24505298932932,,,,,,,,,,2017-12-06T15:10:00Z,,,,3569.0,,
865,866,466,5.680887794224899,,50.7596529879742,,,,,,,,,,2017-12-06T14:00:00Z,,,,4473.0,,
866,867,467,5.689425802832946,,50.745437988031306,,,,,,,,,,2017-12-06T14:00:00Z,,,,5206.0,,
867,868,51,4.263563073762241,,52.09903599649529,,,,,,,,,,2017-12-06T15:10:00Z,,,,110.0,,
868,869,534,5.876584775769228,,53.401970001596645,,,,,,,,,,2017-12-06T15:10:00Z,,,,5.0,,
869,870,193,3.682140012088534,,51.61956699794189,,,,,,,,,,2017-12-06T15:10:00Z,,,,181.0,,
870,871,84,6.22836223154871,,52.15905701811121,,,,,,,,,,2017-12-06T15:10:00Z,,,,476.0,,
871,872,85,6.237727242233452,,52.160428018966485,,,,,,,,,,2017-12-06T15:10:00Z,,,,1001.0,,
872,873,102,5.8429208051055,,52.61382999769766,,,,,,,,,,2017-12-06T15:10:00Z,,,,-13.0,,
873,874,505,5.092080300393186,,53.295499992341576,,,,,,,,,,2017-12-06T15:10:00Z,,,,-82.0,,
874,875,267,4.026206042023134,,51.39842699730652,,,,,,,,,,2017-12-06T15:10:00Z,,,,271.0,,
875,876,236,3.812647020977283,,51.33766999777724,,,,,,,,,,2017-12-06T15:10:00Z,,,,274.0,,
876,877,225,3.8075000207749894,,51.2302679977922,,,,,,,,,,2017-12-06T15:10:00Z,,,,210.0,,
877,878,252,4.238560073889319,,51.40263999650434,,,,,,,,,,2017-12-06T15:00:00Z,,,,181.0,,
878,879,232,3.7578850168972293,,51.41139299786533,,,,,,,,,,2017-12-06T15:10:00Z,,,,262.0,,
879,880,237,3.834863022829007,,51.2945199977475,,,,,,,,,,2017-12-06T15:10:00Z,,,,212.0,,
880,881,372,4.89443625729928,,51.72018599203713,,,,,,,,,,2017-12-06T15:10:00Z,,,,42.0,,
881,882,414,5.12473936267334,,51.7356679902636,,,,,,,,,,2017-12-06T15:10:00Z,,,,66.0,,
882,883,35,4.612821148426326,,52.467670994635235,,,,,,,,,,2017-12-06T15:10:00Z,,,,-43.0,,
883,884,153,5.956440983438945,,51.69699999848341,,,,,,,,,,2017-12-06T15:10:00Z,,,,805.0,,
884,885,67,5.118889324578902,,52.87347199174142,,,,,,,,,,2017-12-06T15:00:00Z,,29.0,,-19.0,,
885,886,126,4.851310235405601,,51.942999992567934,,,,,,,,,,2017-12-06T15:10:00Z,,,,17.0,,
886,887,22,4.751060179014177,,53.114829994068096,,,,,,,,,,2017-12-06T15:00:00Z,,,,-93.0,,
887,888,243,4.102372052257817,,51.36584099705616,,,,,,,,,,2017-12-06T15:00:00Z,,,,239.0,,
888,889,359,4.3344700887526555,,51.86213999611003,,,,,,,,,,2017-12-06T15:10:00Z,,,,85.0,,
889,890,393,5.45394155097514,,51.90300198958882,,,,,,,,,,2017-12-06T15:10:00Z,,,,335.0,,
890,891,184,3.814720020389078,,51.74643999777999,,,,,,,,,,2017-12-06T15:00:00Z,,,,183.0,,
891,892,99,6.211652173936733,,52.518103018486286,,,,,,,,,,2017-12-06T15:10:00Z,,,,15.0,,
892,893,429,5.445820557935315,,51.648345989002834,,,,,,,,,,2017-12-06T15:10:00Z,,,,853.0,,
893,894,247,4.2099570688971015,,51.39955499663291,,,,,,,,,,2017-12-06T15:00:00Z,,13.0,,209.0,,
894,895,427,5.4424705556157615,,51.64882998899949,,,,,,,,,,2017-12-06T15:10:00Z,,,,474.0,,
895,896,428,5.44346555632992,,51.64831198900081,,,,,,,,,,2017-12-06T15:10:00Z,,,,853.0,,
896,897,227,3.597400008251355,,51.442960998017945,,,,,,,,,,2017-12-06T15:10:00Z,,,,245.0,,
897,898,187,3.8666870249910046,,51.54230799768731,,,,,,,,,,2017-12-06T15:10:00Z,,,,138.0,,
898,899,454,5.693580758004832,,51.46530999038214,,,,,,,,,,2017-12-06T15:10:00Z,,,,2060.0,,
899,900,257,4.161560060351044,,51.51393999685121,,,,,,,,,,2017-12-06T15:10:00Z,,,,132.0,,
900,901,206,3.7002600132073047,,51.51647799792766,,,,,,,,,,2017-12-06T15:10:00Z,,,,-31.0,,
901,902,443,5.747526814429971,,51.3267559908383,,,,,,,,,,2017-12-06T15:00:00Z,,,,2866.0,,
902,903,36,4.604705146192512,,52.4673029946846,,,,,,,,,,2017-12-06T15:10:00Z,,,,39.0,,
903,904,106,5.644190647663683,,52.60455999294734,,,,,,,,,,2017-12-06T15:10:00Z,,,,-16.0,,
904,905,409,5.456470557296374,,51.809389989380435,,,,,,,,,,2017-12-06T15:10:00Z,,,,485.0,,
905,906,333,4.248560072321236,,51.91766999653301,,,,,,,,,,2017-12-06T15:10:00Z,,,,105.0,,
906,907,43,5.471860545387537,,52.26185999043806,,,,,,,,,,2017-12-06T15:10:00Z,,,,-28.0,,
907,908,394,5.411945519707048,,51.97612798966758,,,,,,,,,,2017-12-06T15:10:00Z,,,,590.0,,
908,909,111,6.153248137474943,,52.251195012412694,,,,,,,,,,2017-12-06T15:10:00Z,,,,358.0,,
909,910,503,6.933362021656023,,53.32672016253621,,,,,,,,,,2017-12-06T15:10:00Z,,,,82.0,,
910,911,107,5.817245794583513,,52.457006996357094,,,,,,,,,,2017-12-06T15:10:00Z,,,,-20.0,,
911,912,523,6.829111841238088,,53.44775013113337,,,,,,,,,,2017-12-06T15:10:00Z,,,,16.0,,
912,913,446,5.587440665112558,,51.576169989479546,,,,,,,,,,2017-12-06T15:00:00Z,,,,1284.0,,
913,914,306,4.670715174895539,,51.8195259939071,,,,,,,,,,2017-12-06T15:10:00Z,,,,29.0,,
914,915,447,5.585850663799217,,51.577505989469245,,,,,,,,,,2017-12-06T15:00:00Z,,,,1054.0,,
915,916,461,5.631390701965769,,51.53930998980131,,,,,,,,,,2017-12-06T15:00:00Z,,,,1498.0,,
916,917,462,5.6306587013457365,,51.53989398979056,,,,,,,,,,2017-12-06T15:00:00Z,,,,1278.0,,
917,918,190,3.8626620246464736,,51.54368499769957,,,,,,,,,,2017-12-06T15:10:00Z,,,,-30.0,,
918,919,199,3.6432640101725715,,51.58156799798111,,,,,,,,,,2017-12-06T15:10:00Z,,,,-30.0,,
919,920,444,5.74644081317499,,51.33089399083733,,,,,,,,,,2017-12-06T15:00:00Z,,,,2698.0,,
920,921,445,5.746670813468485,,51.32960999083602,,,,,,,,,,2017-12-06T15:00:00Z,,,,2866.0,,
921,922,26,4.743810179293753,,52.963779994021216,,,,,,,,,,2017-12-06T15:10:00Z,,,,-73.0,,
922,923,385,4.830860233726943,,51.64788999250861,,,,,,,,,,2017-12-06T15:10:00Z,,,,10.0,,
923,924,65,5.047835291425724,,52.930286992142435,,,,,,,,,,2017-12-06T15:10:00Z,,,,-26.0,,
924,925,386,4.833495234728311,,51.64813899248646,,,,,,,,,,2017-12-06T15:10:00Z,,,,37.0,,
925,926,455,5.692062756490174,,51.46884699036948,,,,,,,,,,2017-12-06T15:10:00Z,,,,1558.0,,
926,927,219,4.201674066403383,,51.58532799669002,,,,,,,,,,2017-12-06T15:10:00Z,,,,10.0,,
927,928,435,5.751184821551229,,51.2726139907243,,,,,,,,,,2017-12-06T15:10:00Z,,,,3168.0,,
928,929,436,5.749780820289838,,51.272639990698366,,,,,,,,,,2017-12-06T15:10:00Z,,,,3358.0,,
929,930,46,4.948720264084216,,52.37777999219893,,,,,,,,,,2017-12-06T15:10:00Z,,,,-39.0,,
930,931,387,4.990768301892037,,51.59737199111661,,,,,,,,,,2017-12-06T15:10:00Z,,,,517.0,,
931,932,521,6.8217318258822885,,53.47439012922933,,,,,,,,,,2017-12-06T15:00:00Z,,54.0,,11.0,,
932,933,341,4.093561748386518,,51.96350689714033,,,,,,,,,,2017-12-06T15:10:00Z,,,,155.0,,
933,934,139,5.962140965585644,,51.9701399998682,,,,,,,,,,2017-12-06T15:10:00Z,,,,832.0,,
934,935,496,5.856310927518151,,51.17652999285424,,,,,,,,,,2017-12-06T15:10:00Z,,,,2873.0,,
935,936,54,5.432862507313356,,52.532885990857785,,,,,,,,,,2017-12-06T15:10:00Z,,,,-19.0,,
936,937,458,5.6747507399543675,,51.49943999022056,,,,,,,,,,2017-12-06T15:10:00Z,,,,1504.0,,
937,938,275,4.134000054646047,,51.821029996988294,,,,,,,,,,2017-12-06T15:10:00Z,,,,40.0,,
938,939,2,3.275075000760269,,51.99780099809457,,,,,,,,,,2017-12-06T15:10:00Z,,,,119.0,,
939,940,38,4.554822133033945,,52.46232599500572,,,,,,,,,,2017-12-06T15:10:00Z,,,,32.0,,
940,941,137,5.954220959407968,,51.95146999943625,,,,,,,,,,2017-12-06T15:10:00Z,,,,862.0,,
941,942,56,5.283342413143615,,52.692936991003684,,,,,,,,,,2017-12-06T15:10:00Z,,,,-16.0,,
